incident_count_500m,incident_count_1km,weighted_severity_score,harassment_density,poor_lighting_density,distance_to_police_km,distance_to_hospital_km,hour_of_day,is_night,is_weekend,risk_category
1,4,4.07,2,2,2.29,1.38,4,1,1,1
1,2,3.04,1,0,2.19,4.47,5,1,0,0
2,5,6.16,4,1,0.21,2.64,5,1,0,1
2,6,8.87,2,3,0.31,8.1,1,1,0,2
2,4,5.61,2,1,3.11,6.07,6,0,0,1
1,3,2.95,1,2,0.58,0.61,8,0,0,0
2,2,2.85,0,1,0.89,0.31,14,0,0,0
4,7,12.54,2,4,0.38,1.47,20,0,1,2
4,6,10.22,2,5,0.49,2.05,13,0,1,2
0,3,2.23,1,2,2.79,2.01,20,0,0,0
4,6,8.2,1,4,0.65,0.56,12,0,1,1
2,8,13.56,5,5,1.17,0.53,4,1,0,2
2,5,9.28,0,4,0.4,0.32,16,0,0,1
3,4,6.29,3,1,2.14,4.96,4,1,1,1
0,2,2.77,0,2,2.45,7.58,23,1,0,0
1,4,4.39,0,4,0.91,0.51,2,1,1,1
2,7,8.58,3,3,2.86,0.8,8,0,0,2
1,5,7.37,2,2,0.59,0.44,8,0,0,1
3,4,3.64,2,4,2.22,5.45,21,1,0,1
0,0,0.0,0,1,2.46,8.17,3,1,0,0
3,10,14.38,3,4,6.33,0.96,19,0,0,2
5,9,10.59,4,6,0.58,1.1,10,0,1,2
0,1,1.1,1,1,0.28,1.33,16,0,0,0
1,2,3.11,1,1,0.65,1.95,13,0,0,0
1,6,9.41,4,3,0.34,3.07,9,0,0,2
0,7,9.91,4,4,0.43,1.95,4,1,1,2
1,3,3.06,1,3,0.83,7.74,20,0,0,0
2,6,7.46,4,3,1.06,0.46,20,0,0,2
2,4,4.79,3,3,4.31,4.21,16,0,1,1
0,1,1.16,1,1,0.49,1.22,15,0,1,0
3,8,7.5,2,4,6.52,1.39,0,1,1,2
0,6,5.49,4,2,3.09,3.28,9,0,0,1
1,2,2.9,0,1,3.94,6.83,11,0,0,0
1,3,4.17,0,3,4.87,3.35,17,0,1,0
4,4,4.48,1,1,2.62,3.94,0,1,1,1
1,3,3.83,2,3,2.9,3.67,23,1,1,1
3,7,9.52,5,3,1.14,1.17,11,0,0,2
1,3,4.33,2,0,1.39,3.74,19,0,1,0
2,4,6.96,4,1,4.95,4.04,5,1,0,1
2,3,4.81,0,2,0.96,2.11,7,0,0,0
1,4,2.93,0,2,0.18,2.12,13,0,0,0
4,6,6.47,3,4,2.69,3.76,4,1,1,2
0,2,2.59,3,2,1.63,4.45,21,1,0,0
1,2,3.65,1,1,3.14,1.23,3,1,0,0
1,5,5.79,0,3,0.24,4.24,21,1,1,1
0,4,4.58,1,2,1.85,4.41,15,0,0,0
1,4,6.59,1,4,0.61,0.87,5,1,0,1
2,4,4.67,1,2,4.3,3.36,2,1,1,1
1,7,9.08,1,2,0.31,0.72,3,1,1,2
1,3,5.47,3,1,3.43,0.44,21,1,0,1
0,3,3.62,1,2,0.27,2.34,7,0,1,0
1,3,3.9,2,2,0.15,6.18,13,0,0,0
1,6,3.84,1,5,0.58,0.29,6,0,1,1
1,3,2.77,0,3,0.83,4.58,3,1,1,0
1,3,3.71,2,1,1.87,1.97,18,0,0,0
2,7,8.52,4,3,0.35,5.13,10,0,1,2
3,5,6.26,2,4,1.14,4.84,14,0,0,2
1,3,4.76,3,3,0.51,5.4,23,1,0,1
2,8,7.12,4,3,3.58,3.86,15,0,1,2
2,2,2.42,0,1,0.18,4.83,5,1,0,0
0,4,3.68,1,4,0.89,0.68,11,0,0,0
6,6,13.03,3,3,1.9,1.11,7,0,0,2
0,3,3.91,1,2,4.5,0.89,9,0,0,0
2,4,4.98,1,4,3.74,3.59,10,0,1,1
2,5,6.5,2,4,4.16,0.62,8,0,1,1
1,5,5.49,2,2,0.22,0.7,16,0,0,1
0,2,2.06,2,1,3.41,5.48,13,0,0,0
1,9,11.64,2,4,2.82,3.26,2,1,0,2
0,0,0.0,0,1,4.29,5.41,8,0,0,0
4,10,14.78,4,10,0.77,0.58,19,0,0,2
3,6,9.6,3,4,4.47,1.47,17,0,0,2
2,3,6.89,2,2,1.03,1.03,16,0,0,1
0,1,1.49,2,0,1.91,0.22,4,1,0,0
2,4,6.2,3,3,1.09,1.04,19,0,1,1
2,5,7.24,2,2,1.1,1.39,20,0,1,2
0,5,5.11,1,3,1.52,0.44,20,0,1,0
2,2,4.26,1,2,0.89,2.29,23,1,0,0
0,1,0.88,1,1,2.93,1.41,5,1,1,0
0,2,2.17,2,3,1.91,0.32,2,1,1,0
1,4,6.09,4,0,2.21,3.24,15,0,1,1
1,3,3.93,2,2,0.57,3.47,14,0,0,0
1,5,6.22,2,2,6.39,4.7,7,0,0,1
0,3,2.79,0,2,2.04,1.86,8,0,0,0
0,2,2.46,0,2,0.5,8.86,3,1,0,0
1,3,2.56,0,0,2.6,6.34,12,0,1,0
1,4,3.39,0,2,0.44,2.2,23,1,0,0
1,3,3.14,1,1,0.22,1.67,2,1,0,0
3,4,6.84,1,1,1.45,0.21,20,0,0,1
2,5,5.0,2,3,1.55,3.3,6,0,0,1
2,9,11.7,4,3,0.48,2.28,15,0,1,2
0,3,2.2,2,2,0.87,7.13,16,0,0,0
2,4,7.82,2,1,5.35,2.45,16,0,0,1
1,6,9.97,2,3,0.7,12.55,18,0,0,2
2,3,5.02,3,2,0.4,5.01,19,0,0,1
1,2,3.7,0,1,8.92,7.88,16,0,1,0
0,1,0.78,2,1,0.75,1.19,23,1,1,0
1,5,6.82,1,4,2.15,0.6,1,1,0,1
2,4,4.33,2,1,0.57,4.18,4,1,1,1
4,7,14.59,1,4,1.54,4.06,15,0,0,2
1,4,5.14,0,2,0.98,0.79,21,1,0,1
1,3,4.44,1,1,5.97,3.82,10,0,1,0
2,2,5.59,2,1,1.12,2.38,21,1,0,1
0,1,1.19,0,0,1.68,0.49,5,1,0,0
6,8,9.02,3,5,5.31,1.94,10,0,0,2
1,3,2.93,1,0,8.26,6.89,0,1,1,0
0,0,0.0,0,0,0.29,1.97,18,0,1,0
0,0,0.0,1,0,3.34,4.09,2,1,0,0
3,6,9.73,4,3,0.97,0.27,7,0,0,2
2,3,3.13,1,2,1.73,3.46,21,1,0,0
1,7,6.16,2,3,0.95,7.54,17,0,1,1
2,5,7.86,1,4,1.02,1.93,12,0,0,1
3,3,5.04,3,3,0.41,1.23,0,1,1,1
0,3,1.51,1,2,1.63,2.8,19,0,1,0
0,1,1.37,1,1,1.52,6.4,16,0,0,0
2,5,7.06,2,3,0.48,0.69,4,1,0,2
2,4,7.58,4,1,1.5,1.49,11,0,0,1
2,4,4.32,1,2,6.61,0.62,10,0,0,0
1,2,2.55,1,0,2.36,1.92,23,1,0,0
2,7,9.6,3,7,1.28,2.14,17,0,0,2
0,2,2.78,3,1,4.56,7.42,7,0,0,0
0,0,0.0,1,1,1.64,1.53,23,1,0,0
1,4,4.51,2,2,0.36,2.29,21,1,1,0
0,2,1.65,2,2,1.53,5.61,23,1,1,0
4,8,14.37,3,3,0.46,1.17,12,0,1,2
1,3,4.52,2,3,2.73,3.0,1,1,0,0
5,9,9.85,5,3,6.25,3.74,22,1,0,2
2,7,12.63,3,5,0.91,1.2,15,0,0,2
2,3,6.16,2,3,1.13,0.65,11,0,0,1
7,11,21.56,4,6,1.09,1.95,7,0,0,2
2,3,3.06,1,0,0.7,1.3,3,1,0,0
2,5,9.06,4,2,2.95,0.97,13,0,0,2
2,4,4.4,1,3,1.83,9.27,8,0,0,0
0,4,3.08,1,1,0.22,1.94,10,0,0,0
0,1,1.36,1,0,3.39,5.05,15,0,0,0
2,7,8.54,2,4,0.47,0.74,5,1,0,1
1,4,5.6,2,2,7.07,7.21,11,0,1,1
2,3,5.54,3,1,0.95,4.15,18,0,0,1
0,1,1.22,1,1,1.82,4.33,15,0,0,0
1,4,4.75,3,2,0.25,1.43,12,0,0,0
2,6,7.83,1,2,0.86,1.86,3,1,0,1
1,3,3.94,3,2,3.02,2.45,11,0,1,1
2,3,5.02,2,1,1.27,4.1,3,1,0,0
2,4,5.81,0,3,4.33,4.93,16,0,1,1
4,10,11.17,4,3,1.64,0.4,13,0,0,2
1,4,4.2,4,3,4.85,6.06,16,0,0,1
1,5,3.96,1,2,7.39,7.13,0,1,1,1
1,1,1.06,1,1,1.19,2.45,19,0,1,0
0,3,3.46,3,1,1.6,0.72,0,1,0,1
1,3,3.59,0,0,3.34,4.47,21,1,1,0
1,5,5.49,2,4,0.55,2.19,1,1,0,1
0,0,0.0,0,0,3.66,4.45,16,0,0,0
0,3,2.83,1,2,1.71,4.42,22,1,0,0
0,2,2.61,1,3,2.43,0.43,21,1,1,0
3,4,6.59,0,2,0.25,2.54,0,1,0,1
2,5,8.28,3,2,2.72,1.85,11,0,1,1
1,3,4.35,0,1,0.77,7.5,12,0,0,0
4,7,7.89,2,6,3.04,1.08,13,0,0,2
2,4,7.15,2,3,1.38,0.78,9,0,1,1
0,2,2.62,1,2,0.68,5.88,11,0,0,0
1,5,6.65,1,2,5.59,0.6,21,1,0,1
2,5,3.68,3,4,2.71,3.1,17,0,0,1
0,3,4.36,3,2,7.74,1.09,6,0,1,1
0,6,7.67,4,2,0.92,2.3,18,0,0,1
2,4,7.85,2,3,1.99,2.59,14,0,0,1
3,8,9.48,5,4,1.8,1.55,6,0,0,2
2,5,7.91,4,0,2.19,9.42,13,0,1,2
2,2,3.78,1,2,0.17,0.55,8,0,0,0
1,2,3.97,1,0,0.72,1.44,4,1,1,1
0,2,1.8,0,1,4.42,1.61,0,1,1,0
1,5,6.84,2,2,1.09,2.69,15,0,0,1
1,3,3.45,3,1,5.92,1.51,4,1,0,1
0,6,5.5,3,3,0.53,0.46,23,1,0,1
1,4,4.88,2,5,10.83,7.56,7,0,0,1
1,5,5.01,1,2,2.25,1.54,18,0,0,0
1,8,7.89,2,3,2.8,1.25,19,0,1,1
2,5,5.23,2,3,1.01,1.68,11,0,0,1
3,6,5.32,5,2,4.38,0.81,7,0,0,1
1,2,3.96,1,0,1.52,0.46,7,0,0,0
2,5,9.79,3,1,2.16,0.6,22,1,0,2
4,6,13.78,1,1,0.28,0.66,5,1,0,2
2,6,8.06,3,3,1.9,0.75,19,0,1,2
0,4,2.64,2,2,3.9,1.56,8,0,0,0
2,3,5.57,2,1,0.45,2.64,1,1,0,0
3,7,9.64,0,5,2.51,2.68,17,0,1,2
1,5,4.78,1,1,0.15,0.2,0,1,0,0
1,3,3.16,1,3,4.79,6.54,10,0,1,0
1,6,8.29,5,3,7.43,4.53,14,0,0,2
2,3,3.97,0,0,0.89,8.51,11,0,1,0
4,7,14.25,1,6,0.3,1.32,2,1,0,2
4,5,9.31,2,2,2.03,2.93,18,0,0,2
1,3,4.86,1,2,0.15,0.66,19,0,0,0
1,3,4.14,2,1,1.29,4.45,18,0,0,0
6,7,9.89,5,4,0.67,0.64,9,0,1,2
1,1,2.92,1,1,1.25,1.19,15,0,0,0
2,3,3.96,3,1,0.13,1.89,5,1,0,1
0,3,3.67,2,1,0.2,2.46,8,0,0,0
1,6,6.76,2,4,0.13,2.25,7,0,0,1
3,6,6.73,4,2,1.84,0.47,21,1,0,1
4,8,10.66,4,2,1.58,1.57,15,0,0,2
3,4,7.75,1,2,0.58,6.61,7,0,0,1
2,3,4.45,2,3,1.97,5.35,23,1,0,1
0,3,2.97,1,1,3.98,2.43,21,1,1,0
1,6,6.35,1,2,0.68,2.32,17,0,0,1
1,7,6.82,4,5,3.31,0.5,4,1,0,2
3,6,12.01,4,2,2.06,0.76,19,0,0,2
4,5,4.9,3,3,0.16,0.93,11,0,1,2
1,3,3.59,1,3,0.95,1.87,5,1,0,0
1,2,1.79,2,2,1.38,3.49,1,1,0,0
1,3,4.66,0,0,2.47,1.74,3,1,0,0
1,2,3.28,1,1,0.71,0.54,15,0,0,0
2,5,8.58,1,1,7.41,1.65,23,1,0,1
2,2,2.95,0,3,2.18,0.64,13,0,1,0
2,5,5.49,2,5,0.94,3.68,16,0,0,1
3,7,9.22,3,3,0.28,0.66,18,0,0,2
1,4,5.17,3,3,0.46,1.85,3,1,1,1
2,3,4.93,4,3,1.3,3.16,17,0,0,1
1,2,1.65,2,1,1.33,0.85,11,0,0,0
2,6,10.32,2,2,2.73,0.4,1,1,0,1
1,3,3.43,2,0,2.43,2.27,5,1,1,0
1,3,5.52,2,2,0.5,0.34,5,1,0,0
2,3,4.07,1,3,1.73,2.42,2,1,0,1
1,3,4.49,2,3,0.14,3.7,7,0,0,0
1,3,5.48,1,1,1.02,1.2,11,0,0,0
0,3,4.13,1,1,2.7,1.88,2,1,0,0
1,3,4.3,1,2,1.02,6.8,1,1,1,0
1,3,4.44,2,3,3.35,1.79,20,0,0,1
2,6,8.03,3,4,6.83,14.38,22,1,1,2
0,2,2.84,1,1,1.78,0.63,0,1,0,0
2,6,9.48,3,3,0.38,3.29,17,0,1,2
3,3,7.28,3,1,0.96,2.84,17,0,1,1
0,0,0.0,1,0,0.12,5.35,7,0,0,0
2,3,4.9,1,4,1.76,0.44,21,1,0,1
2,5,5.38,1,1,3.2,1.02,13,0,1,1
1,6,6.02,3,3,1.89,0.55,12,0,0,1
2,3,7.08,1,1,2.88,6.96,14,0,0,1
0,2,1.23,0,1,3.0,1.59,14,0,1,0
3,5,6.73,2,3,3.53,6.22,12,0,0,1
3,3,6.25,2,2,0.66,1.07,3,1,0,1
0,0,0.0,1,1,3.79,0.54,3,1,1,0
1,1,1.04,1,1,2.01,1.08,4,1,0,0
2,3,3.93,1,2,0.72,2.47,2,1,0,1
1,3,3.98,2,0,7.96,4.86,11,0,0,0
2,3,3.51,1,3,5.5,1.42,19,0,0,0
0,4,4.63,2,2,1.64,6.36,11,0,1,0
1,7,5.91,0,5,3.44,0.9,19,0,1,1
3,4,9.61,2,2,0.65,3.16,6,0,0,2
2,5,8.28,2,0,1.07,3.53,6,0,1,1
3,5,7.69,3,1,0.47,1.0,0,1,0,2
1,2,3.92,1,3,1.42,0.27,11,0,0,0
0,4,3.92,1,2,1.33,1.34,2,1,0,0
2,3,5.8,0,1,0.53,0.32,14,0,0,0
1,1,2.29,0,0,2.11,5.98,8,0,0,0
1,4,5.23,2,2,0.33,7.87,21,1,0,1
0,1,1.38,0,0,0.21,3.52,21,1,0,0
2,4,5.41,0,2,0.97,3.44,19,0,0,0
1,5,4.98,2,2,1.05,0.89,8,0,1,1
6,9,14.01,5,5,0.79,0.39,13,0,1,2
3,5,9.21,2,1,0.64,4.25,2,1,1,1
0,5,7.24,2,2,0.84,2.25,7,0,0,1
2,4,4.33,3,3,0.42,3.06,5,1,0,1
1,2,4.23,2,0,1.03,3.98,11,0,0,0
2,6,7.23,2,3,4.33,1.52,1,1,0,2
3,7,13.3,4,3,0.56,0.59,2,1,0,2
2,6,6.59,3,2,2.18,4.16,13,0,0,1
2,7,9.0,6,4,0.38,1.71,16,0,0,2
2,5,8.1,2,3,0.89,4.59,2,1,1,2
0,0,0.0,1,1,0.8,1.64,3,1,0,0
1,1,1.35,1,0,5.08,0.81,14,0,0,0
0,4,2.47,2,2,1.11,0.67,21,1,0,0
2,9,9.87,5,3,2.21,3.61,6,0,0,2
2,3,3.61,1,2,1.76,2.34,18,0,0,0
1,1,1.66,0,1,0.37,1.5,13,0,0,0
0,1,1.39,1,1,5.15,1.89,15,0,1,0
0,1,0.65,2,1,0.86,2.19,12,0,0,0
0,3,3.41,1,1,0.18,0.88,22,1,0,0
4,5,9.59,2,5,0.74,1.39,19,0,0,2
1,3,4.1,2,1,0.84,1.06,16,0,0,0
1,3,5.42,0,3,0.28,1.43,16,0,0,0
1,1,2.86,0,1,1.84,1.94,23,1,0,0
3,9,15.01,4,6,0.87,0.68,9,0,0,2
3,4,3.88,4,1,1.89,1.45,6,0,1,1
3,11,17.6,3,5,0.11,1.42,19,0,0,2
1,4,5.89,1,2,7.34,1.04,16,0,0,1
1,4,6.85,0,5,0.44,16.45,21,1,0,1
5,5,14.96,1,5,2.04,0.39,11,0,0,2
1,3,4.88,1,1,2.36,2.77,10,0,0,0
1,2,2.45,1,2,0.44,0.68,9,0,0,0
1,2,4.27,0,1,0.31,4.77,22,1,1,0
0,2,1.06,0,0,0.4,6.34,21,1,0,0
0,1,1.44,1,0,0.61,1.48,21,1,0,0
0,1,0.54,2,2,0.43,4.54,7,0,0,0
3,7,9.38,2,3,2.12,0.92,14,0,0,2
0,4,4.77,2,1,1.08,0.58,21,1,0,1
0,0,0.0,0,0,1.49,1.15,17,0,0,0
0,9,4.93,6,4,0.19,1.25,22,1,0,1
1,3,5.29,2,2,3.66,1.47,12,0,0,1
1,3,2.85,2,1,0.44,1.37,15,0,0,0
0,1,0.61,0,1,0.9,1.52,12,0,0,0
2,4,5.03,2,1,0.23,3.29,3,1,0,0
0,2,2.7,1,1,0.36,0.9,10,0,1,0
1,4,6.26,1,1,2.07,0.25,18,0,0,0
0,0,0.0,0,1,2.22,1.88,7,0,0,0
3,4,4.39,2,1,2.13,1.69,9,0,0,1
2,4,8.06,2,3,1.55,0.35,11,0,0,2
1,4,5.91,0,2,5.59,0.56,20,0,0,1
1,3,3.37,2,2,1.37,1.98,19,0,1,0
3,4,8.82,1,2,1.17,0.87,10,0,0,1
1,4,5.11,1,3,0.61,5.45,19,0,0,0
1,2,3.16,1,2,0.29,0.68,20,0,0,0
1,5,7.75,1,2,1.53,0.25,3,1,1,1
2,9,13.28,3,3,0.78,1.68,18,0,0,2
1,2,2.2,1,2,1.44,10.9,19,0,0,0
0,2,2.87,1,1,0.52,2.71,9,0,0,0
1,6,8.95,2,4,3.38,1.29,14,0,0,1
2,5,7.02,4,1,14.68,0.24,12,0,0,1
1,4,5.24,1,3,0.8,1.86,12,0,0,1
0,4,5.99,2,2,3.43,0.78,20,0,1,1
5,7,7.81,2,2,3.81,2.81,17,0,1,2
2,5,6.36,2,3,10.07,2.39,6,0,1,1
0,3,3.18,1,2,0.86,0.97,13,0,0,0
3,5,10.62,2,2,2.64,0.38,4,1,1,2
3,8,13.54,3,3,0.57,3.72,8,0,0,2
0,6,5.89,2,3,1.86,2.4,21,1,0,1
2,6,10.15,0,1,2.3,4.81,16,0,0,2
1,2,3.88,0,3,2.53,0.95,4,1,0,1
1,4,6.24,2,3,0.52,2.85,15,0,0,1
2,3,4.17,2,1,3.5,0.52,8,0,0,1
2,5,9.56,1,4,1.08,1.06,16,0,0,2
0,1,0.89,0,1,0.54,2.87,17,0,1,0
1,4,4.33,0,3,1.51,4.57,2,1,1,0
0,2,2.68,0,1,3.68,1.17,4,1,0,0
1,3,4.6,2,2,6.25,4.21,21,1,0,0
3,4,8.6,2,3,2.58,3.03,20,0,1,1
0,4,2.46,1,2,0.11,1.27,16,0,0,0
2,7,5.9,2,3,0.36,5.43,19,0,1,1
3,4,7.24,3,1,0.24,1.98,21,1,1,1
4,5,9.86,1,2,0.29,2.81,3,1,0,2
1,4,3.77,1,1,0.97,1.91,3,1,0,0
3,7,13.42,3,3,0.84,1.71,20,0,1,2
0,4,3.13,2,3,0.32,4.91,23,1,1,0
5,9,17.38,3,6,3.95,1.07,20,0,0,2
3,4,9.97,3,2,1.82,0.29,6,0,0,1
2,3,4.27,1,1,2.97,5.5,7,0,0,0
0,3,2.64,2,3,0.94,4.56,21,1,0,0
1,5,5.49,1,4,1.05,1.34,21,1,1,0
0,2,2.68,1,1,0.79,0.71,1,1,1,0
2,2,2.64,2,0,1.14,3.01,9,0,0,0
0,1,1.47,1,1,1.8,0.41,4,1,0,0
0,2,2.3,2,2,1.32,1.58,16,0,0,0
2,5,8.1,3,0,3.38,0.42,6,0,0,1
2,2,4.18,0,2,4.25,2.48,1,1,0,0
1,2,2.06,1,2,1.24,0.27,5,1,0,0
2,5,6.39,4,2,0.59,2.68,9,0,0,1
1,5,7.7,2,4,5.33,3.0,8,0,1,1
1,4,5.15,1,2,2.49,1.87,4,1,1,0
1,4,4.68,1,3,1.94,0.68,2,1,0,0
4,6,13.76,2,3,2.56,0.47,10,0,0,2
0,3,3.46,0,1,0.24,1.14,9,0,0,0
2,2,5.98,1,2,0.23,1.76,15,0,0,0
0,4,3.88,0,3,0.4,2.77,19,0,1,0
1,4,7.37,1,4,0.39,0.2,18,0,0,1
1,4,3.88,2,2,1.08,3.3,0,1,1,1
1,3,3.33,1,0,0.41,3.32,10,0,0,0
1,3,3.6,2,4,3.57,1.67,14,0,0,1
5,5,14.45,3,3,1.65,1.25,6,0,0,2
1,1,1.03,0,2,0.93,4.82,7,0,0,0
1,4,5.1,0,1,0.23,4.04,15,0,0,0
0,6,3.1,1,3,1.71,10.43,17,0,0,1
3,4,6.12,1,1,0.32,1.36,23,1,0,1
2,3,3.68,0,3,2.55,6.13,22,1,1,0
0,0,0.0,1,1,3.02,0.43,10,0,0,0
1,3,4.01,1,2,1.51,1.53,0,1,0,0
0,2,2.54,2,1,0.39,1.77,15,0,0,0
2,6,10.67,2,2,2.88,1.65,3,1,0,2
1,4,7.3,2,2,0.76,2.65,22,1,0,1
1,4,6.22,3,2,0.55,0.67,5,1,0,1
3,3,6.83,2,2,1.24,5.23,10,0,0,1
3,5,9.29,2,2,4.71,2.21,23,1,0,2
4,5,9.25,4,2,0.74,6.06,5,1,0,2
2,3,6.26,1,0,4.35,0.21,9,0,0,0
1,8,8.55,4,4,0.2,2.69,5,1,1,2
3,8,12.61,3,4,0.26,1.53,9,0,1,2
0,1,1.16,1,2,2.26,1.96,21,1,1,0
5,6,7.67,2,4,0.48,3.6,22,1,0,2
0,2,1.05,1,1,0.79,0.84,4,1,1,0
2,3,3.44,2,1,0.36,0.77,8,0,1,0
2,6,8.09,1,5,0.83,3.24,6,0,0,1
3,6,9.41,1,1,0.69,2.04,16,0,0,2
1,4,6.79,1,2,2.5,0.87,11,0,0,1
2,5,3.94,3,5,2.28,1.85,10,0,1,1
2,2,2.36,2,2,5.68,1.74,5,1,1,1
1,4,5.34,2,2,2.42,3.14,23,1,0,1
0,3,4.23,2,1,2.24,0.21,10,0,0,0
5,6,14.46,3,4,2.23,2.41,10,0,0,2
2,7,8.41,1,2,3.96,2.53,13,0,0,1
0,3,2.81,0,1,0.73,3.62,15,0,1,0
1,4,4.69,2,1,0.74,5.7,1,1,0,0
3,5,7.91,2,1,2.53,1.65,1,1,0,1
0,1,0.83,0,2,0.57,1.25,4,1,1,0
0,3,3.26,1,2,4.48,0.47,13,0,0,1
1,4,6.54,2,3,1.48,1.23,20,0,0,1
4,6,12.68,2,5,0.74,0.38,9,0,1,2
2,7,11.07,4,3,2.79,4.26,9,0,0,2
1,3,4.03,2,0,0.77,4.31,17,0,0,0
2,4,5.45,2,3,6.05,1.55,19,0,0,1
4,8,16.09,6,4,7.43,0.95,8,0,1,2
0,1,0.59,0,1,2.08,0.51,3,1,1,0
1,4,6.7,2,1,0.32,4.96,16,0,0,1
4,6,8.56,4,3,0.65,5.45,20,0,0,2
1,4,2.7,2,2,1.4,0.97,1,1,1,0
0,3,4.26,2,1,3.53,2.63,13,0,0,0
1,3,3.64,1,1,0.47,0.95,21,1,0,0
1,4,6.55,2,2,0.3,0.84,0,1,0,1
0,2,2.71,0,1,0.24,0.25,22,1,0,0
0,2,2.63,3,1,1.37,2.35,6,0,0,0
4,8,12.46,4,7,3.99,0.61,3,1,0,2
2,5,6.57,3,5,0.18,0.23,8,0,0,1
1,5,7.08,3,3,0.53,0.48,2,1,1,1
1,7,10.86,2,6,2.23,1.14,4,1,0,2
1,4,5.05,0,5,3.25,2.97,20,0,0,0
0,3,2.82,2,1,3.06,0.77,23,1,0,0
1,1,2.8,0,1,2.87,5.66,9,0,0,0
2,7,11.52,2,6,0.35,1.05,9,0,1,2
0,2,1.43,1,2,1.01,1.21,3,1,1,0
1,2,3.46,1,1,7.63,0.81,16,0,1,0
2,6,8.42,3,4,8.2,0.93,20,0,1,2
2,6,7.0,2,2,1.76,0.39,16,0,1,1
1,4,6.15,2,2,2.32,1.07,18,0,0,1
1,5,3.94,3,2,5.54,5.11,5,1,0,1
1,2,3.3,0,1,1.18,3.12,0,1,0,0
1,5,6.6,2,0,0.36,5.4,13,0,0,1
1,2,2.24,1,2,2.09,0.48,12,0,0,0
3,8,9.98,6,3,5.9,1.72,2,1,0,2
2,2,5.98,1,0,2.25,0.85,22,1,0,0
4,6,10.59,2,1,3.03,3.39,1,1,0,2
2,4,7.92,2,2,1.09,8.99,21,1,0,1
2,3,5.59,1,4,0.28,4.42,6,0,0,1
2,6,9.31,5,2,0.43,0.29,11,0,1,2
2,3,4.61,3,1,7.4,1.15,1,1,0,1
0,4,2.61,2,2,1.32,0.27,10,0,1,0
1,3,3.09,2,2,0.12,0.3,15,0,1,1
2,3,5.32,0,1,5.7,0.41,4,1,0,0
1,2,3.16,1,1,1.34,1.01,16,0,0,0
1,4,4.96,2,2,3.36,1.11,2,1,0,0
1,3,3.03,1,1,1.53,1.48,13,0,1,0
1,1,1.29,0,2,0.29,1.5,15,0,0,0
1,4,4.74,3,0,1.82,3.89,16,0,0,0
0,1,0.58,1,0,10.81,0.58,18,0,0,0
2,2,3.37,1,2,0.16,0.63,3,1,0,0
2,8,12.02,1,5,3.42,2.66,20,0,1,2
2,4,3.38,1,1,0.58,2.32,19,0,0,0
0,5,6.95,3,5,1.0,0.62,19,0,0,1
3,5,7.36,2,3,0.94,4.98,8,0,0,1
1,5,7.87,2,2,4.22,1.2,10,0,1,1
0,1,0.65,0,1,1.36,1.34,4,1,0,0
1,4,6.05,1,2,1.17,1.56,10,0,0,1
1,2,3.95,2,0,3.17,1.17,12,0,0,0
4,4,5.48,2,2,0.19,2.24,20,0,0,1
1,3,4.39,3,2,0.26,1.43,1,1,0,1
0,1,0.52,2,2,0.14,0.95,21,1,1,0
2,3,5.59,3,1,2.2,6.07,1,1,0,1
1,4,6.18,3,2,1.44,1.12,9,0,0,1
1,2,1.84,0,1,3.86,3.2,12,0,0,0
1,4,3.55,3,3,1.34,1.27,4,1,0,1
1,2,2.46,0,2,0.55,1.63,10,0,0,0
1,5,5.45,0,2,3.04,0.87,14,0,0,1
3,6,9.0,1,3,0.73,3.69,4,1,0,2
1,6,6.74,2,3,5.04,3.54,19,0,1,1
0,5,4.03,2,3,0.62,0.26,4,1,0,0
0,1,1.03,0,0,0.43,0.36,6,0,0,0
1,4,4.22,0,2,1.32,6.59,9,0,0,0
3,5,6.0,2,2,0.19,5.69,1,1,0,2
0,2,1.56,1,2,0.17,1.96,0,1,0,0
0,5,2.77,3,3,1.33,1.9,19,0,0,0
2,7,12.1,2,6,0.54,4.38,22,1,0,2
0,2,2.45,0,0,0.12,0.57,0,1,0,0
0,0,0.0,0,0,0.73,2.85,3,1,0,0
1,5,5.63,1,2,1.27,1.82,14,0,0,1
0,3,4.14,2,2,1.0,3.6,14,0,1,0
1,6,7.54,2,4,0.36,0.28,5,1,0,1
1,1,2.16,0,2,1.66,2.45,5,1,0,0
0,1,0.72,0,1,2.33,2.23,0,1,0,0
2,4,5.36,1,3,2.13,4.79,6,0,0,1
1,2,2.87,3,3,1.0,3.02,4,1,1,0
1,5,4.8,1,2,0.37,5.5,21,1,0,1
3,4,9.24,3,3,1.35,5.66,16,0,0,2
0,4,4.78,2,4,4.08,1.51,6,0,0,1
0,0,0.0,0,0,1.24,0.57,3,1,0,0
3,3,4.6,4,2,0.49,2.69,2,1,0,1
1,4,4.12,2,2,0.28,5.37,11,0,0,0
3,7,10.42,3,2,5.29,0.39,14,0,0,2
2,6,7.3,2,3,2.55,2.24,19,0,0,1
4,7,11.2,3,2,0.78,0.51,8,0,1,2
2,3,5.53,1,2,0.73,0.27,20,0,0,1
4,6,8.11,0,5,4.16,3.05,11,0,0,2
1,2,1.93,2,0,0.45,3.06,4,1,0,0
1,4,5.36,3,0,1.48,2.49,7,0,1,0
